rank,player,team,position,age,games,games_started,completions,pass_attempts,pass_yards,pass_tds,ints,rush_attempts,rush_yards,yards_per_rush_attempt,rush_tds,targets,receptions,rec_yds,yards_per_rec,rec_tds,fumbles,fumbles_lost,rush_and_rec_td_total,two_point_convs_made,two_point_conv_passes,standard_fantasy_points,ppr_fantasy_points,draftkings_points,fanduel_points,vbd,pos_rank,overall_rank,player_id
345,Andrew Ogletree,IND,TE,26,17,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,14.0,9.0,109.0,12.11,1.0,0.0,0.0,1,,,17.0,25.9,28.9,21.4,,60,,OgleAn00
346,Drew Sample,CIN,TE,28,17,15,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,-4.0,0.0,22.0,20.0,109.0,5.45,1.0,1.0,0.0,1,,,17.0,36.5,39.5,26.5,,61,,SampDr00
347,Carson Steele,KAN,RB,22,17,3,0.0,0.0,0.0,0.0,0.0,56.0,183.0,3.27,0.0,11.0,7.0,26.0,3.71,0.0,3.0,2.0,0,,,17.0,23.9,28.9,20.4,,97,,SteeCa00
348,Erick All,CIN,TE,24,9,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,22.0,20.0,158.0,7.9,0.0,0.0,0.0,0,,,16.0,35.8,38.8,25.8,,62,,AllxEr00
349,Kevin Austin,NOR,WR,24,8,2,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,22.0,11.0,151.0,13.73,0.0,1.0,0.0,0,,,16.0,27.0,30.0,21.5,,136,,AustKe00
350,Michael Mayer,LVR,TE,23,11,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,32.0,21.0,156.0,7.43,0.0,0.0,0.0,0,,,16.0,36.6,39.6,26.1,,64,,MayeMi00
351,Eric Saubert,SFO,TE,30,17,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,14.0,11.0,97.0,8.82,1.0,1.0,0.0,1,,,16.0,26.7,26.7,21.2,,63,,SaubEr00
352,Dorian Thompson-Robinson,CLE,QB,25,7,2,61.0,118.0,440.0,0.0,6.0,21.0,122.0,5.81,0.0,0.0,0.0,0.0,,0.0,3.0,1.0,0,,,16.0,15.8,28.8,21.8,,55,,ThomDo02
353,Alec Ingold,MIA,FB,28,15,10,0.0,0.0,0.0,0.0,0.0,10.0,17.0,1.7,1.0,12.0,11.0,96.0,8.73,0.0,2.0,1.0,1,,,15.0,26.3,27.3,20.8,,98,,IngoAl01
354,Lucas Krull,DEN,TE,26,13,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,23.0,19.0,152.0,8.0,0.0,0.0,0.0,0,,,15.0,34.2,37.2,24.7,,65,,KrulLu00
355,Hunter Luepke,DAL,RB,24,16,4,0.0,0.0,0.0,0.0,0.0,12.0,38.0,3.17,0.0,16.0,12.0,111.0,9.25,0.0,0.0,0.0,0,,,15.0,26.9,29.9,20.9,,99,,LuepHu00
356,Bo Melton,GNB,WR,25,17,0,0.0,0.0,0.0,0.0,0.0,8.0,54.0,6.75,0.0,17.0,8.0,91.0,11.38,0.0,0.0,0.0,0,,,15.0,22.5,22.5,18.5,,138,,MeltBo00
357,Jonathan Mingo,2TM,WR,23,17,6,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.5,0.0,42.0,17.0,167.0,9.82,0.0,1.0,1.0,0,,,15.0,32.2,36.2,23.7,,137,,MingJo00
358,Mitchell Trubisky,BUF,QB,30,9,0,19.0,26.0,179.0,2.0,0.0,17.0,1.0,0.06,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0,,,15.0,15.3,15.3,15.3,,56,,TrubMi00
359,Tim Boyle,2TM,QB,30,3,0,27.0,50.0,276.0,1.0,1.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,,,14.0,13.9,14.9,14.9,,57,,BoylTi00
360,Jordan Mims,NOR,RB,25,11,0,0.0,0.0,0.0,0.0,0.0,20.0,70.0,3.5,0.0,18.0,12.0,71.0,5.92,0.0,0.0,0.0,0,,,14.0,26.1,26.1,20.1,,101,,MimsJo00
361,Patrick Ricard,BAL,FB,30,17,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,3.0,22.0,7.33,1.0,0.0,0.0,2,,,14.0,17.2,17.2,15.7,,100,,RicaPa00
362,Trent Sherfield,MIN,WR,28,17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.0,8.0,83.0,10.38,1.0,0.0,0.0,1,,,14.0,22.3,22.3,18.3,,139,,SherTr00
363,Daniel Bellinger,NYG,TE,24,17,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,17.0,14.0,125.0,8.93,0.0,0.0,0.0,0,,,13.0,26.5,29.5,19.5,,66,,BellDa00
364,Tommy DeVito,NYG,QB,26,3,2,31.0,44.0,257.0,0.0,0.0,8.0,32.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,,,13.0,13.5,13.5,13.5,,58,,DeViTo00
365,Jake Haener,NOR,QB,25,8,1,18.0,39.0,226.0,1.0,1.0,11.0,22.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,,,13.0,13.2,14.2,14.2,,59,,HaenJa00
366,Trey Lance,DAL,QB,24,4,1,25.0,41.0,266.0,0.0,1.0,11.0,41.0,3.73,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,,,13.0,12.7,13.7,13.7,,60,,LancTr00
367,Ronnie Rivers,LAR,RB,25,17,0,0.0,0.0,0.0,0.0,0.0,22.0,99.0,4.5,0.0,6.0,5.0,34.0,6.8,0.0,0.0,0.0,0,,,13.0,18.3,18.3,15.8,,102,,RiveRo01
368,Tyrell Shavers,BUF,WR,25,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,69.0,69.0,1.0,0.0,0.0,1,,,13.0,13.9,13.9,13.4,,140,,ShavTy00
369,Xavier Hutchinson,HOU,WR,24,16,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,26.0,12.0,117.0,9.75,0.0,0.0,0.0,0,,,12.0,23.7,26.7,17.7,,142,,HutcXa00
370,Rakim Jarrett,TAM,WR,23,10,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,11.0,9.0,124.0,13.78,0.0,0.0,0.0,0,,,12.0,21.4,24.4,16.9,,141,,JarrRa00
371,Tony Jones,ARI,RB,27,1,0,0.0,0.0,0.0,0.0,0.0,4.0,55.0,13.75,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1,,,12.0,11.5,11.5,11.5,,104,,JoneTo04
372,K.J. Osborn,2TM,WR,27,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,18.0,7.0,57.0,8.14,1.0,0.0,0.0,1,,,12.0,18.7,18.7,15.2,,143,,OsboKJ00
373,Will Shipley,PHI,RB,22,16,1,0.0,0.0,0.0,0.0,0.0,30.0,82.0,2.73,0.0,4.0,4.0,35.0,8.75,0.0,0.0,0.0,0,,,12.0,15.7,15.7,13.7,,103,,ShipWi00
374,Jermaine Burton,CIN,WR,23,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,14.0,4.0,107.0,26.75,0.0,0.0,0.0,0,,,11.0,14.7,17.7,12.7,,145,,BurtJe01
375,Julius Chestnut,TEN,RB,24,17,0,0.0,0.0,0.0,0.0,0.0,22.0,102.0,4.64,0.0,3.0,2.0,11.0,5.5,0.0,0.0,0.0,0,,,11.0,13.3,16.3,12.3,,105,,ChesJu00
376,Simi Fehoko,LAC,WR,27,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,16.0,6.0,106.0,17.67,0.0,0.0,0.0,0,,,11.0,16.6,19.6,13.6,,147,,FehoSi00
377,Tay Martin,TEN,WR,27,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,49.0,49.0,1.0,0.0,0.0,1,,,11.0,11.9,11.9,11.4,,144,,MartTa00
378,Jeremy Ruckert,NYJ,TE,24,17,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,28.0,18.0,105.0,5.83,0.0,0.0,0.0,0,,,11.0,28.5,31.5,19.5,,69,,RuckJe00
379,Ainias Smith,PHI,WR,23,7,1,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,0.0,9.0,7.0,41.0,5.86,1.0,0.0,0.0,1,,,11.0,17.7,17.7,14.2,,146,,SmitAi00
380,Blake Whiteheart,CLE,TE,24,11,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.0,6.0,51.0,8.5,1.0,0.0,0.0,1,,,11.0,17.1,17.1,14.1,,67,,WhitBl01
381,Kenny Yeboah,NYJ,TE,26,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,5.0,47.0,9.4,1.0,0.0,0.0,1,,,11.0,15.7,15.7,13.2,,68,,YeboKe00
382,Connor Heyward,PIT,TE,25,17,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,6.0,40.0,6.67,1.0,0.0,0.0,1,,,10.0,16.0,16.0,13.0,,70,,HeywCo00
383,Julian Hill,MIA,TE,24,16,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,19.0,12.0,100.0,8.33,0.0,1.0,0.0,0,,,10.0,22.0,25.0,16.0,,71,,HillJu02
384,Davis Mills,HOU,QB,26,4,0,20.0,36.0,212.0,0.0,0.0,3.0,11.0,3.67,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,,,10.0,9.6,9.6,9.6,,61,,MillDa02
385,Quintin Morris,BUF,TE,25,16,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,5.0,36.0,7.2,1.0,0.0,0.0,1,,,10.0,14.6,14.6,12.1,,73,,MorrQu00
386,Bryce Oliver,TEN,WR,24,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.0,6.0,95.0,15.83,0.0,0.0,0.0,0,,,10.0,15.5,15.5,12.5,,150,,OlivBr02
387,MyCole Pruitt,PIT,TE,32,12,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,6.0,40.0,6.67,1.0,0.0,0.0,1,,,10.0,16.0,16.0,13.0,,72,,PruiMy00
388,Mason Tipton,NOR,WR,24,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,26.0,14.0,99.0,7.07,0.0,0.0,0.0,0,,,10.0,23.9,23.9,16.9,,148,,TiptMa00
389,Johnny Wilson,PHI,WR,23,16,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,15.0,5.0,38.0,7.6,1.0,0.0,0.0,1,,,10.0,14.8,14.8,12.3,,149,,WilsJo03
390,Marquise Brown,KAN,WR,27,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,15.0,9.0,91.0,10.11,0.0,0.0,0.0,0,,,9.0,18.1,18.1,13.6,,151,,BrowMa04
391,Harrison Bryant,LVR,TE,26,13,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.0,9.0,86.0,9.56,0.0,0.0,0.0,0,,,9.0,17.6,17.6,13.1,,78,,BryaHa00
392,Parris Campbell,PHI,WR,27,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,6.0,30.0,5.0,1.0,0.0,0.0,1,,,9.0,15.0,15.0,12.0,,153,,CampPa00
393,DJ Chark,LAC,WR,28,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,4.0,31.0,7.75,1.0,0.0,0.0,1,,,9.0,13.1,13.1,11.1,,152,,CharDJ00
394,Devin Culp,TAM,TE,24,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,5.0,88.0,17.6,0.0,0.0,0.0,0,,,9.0,13.8,13.8,11.3,,75,,CulpDe00
395,C.J. Ham,MIN,FB,31,17,3,0.0,0.0,0.0,0.0,0.0,2.0,10.0,5.0,1.0,6.0,5.0,35.0,7.0,0.0,1.0,1.0,1,,,9.0,13.5,14.5,11.0,,107,,HamxC.00
396,Chris Manhertz,NYG,TE,32,17,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,3.0,30.0,10.0,1.0,0.0,0.0,1,,,9.0,12.0,12.0,10.5,,74,,ManhCh00
397,Ben Sinnott,WAS,TE,22,17,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,5.0,28.0,5.6,1.0,0.0,0.0,1,,,9.0,13.8,13.8,11.3,,76,,SinnBe00
398,Brevyn Spann-Ford,DAL,TE,25,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,14.0,9.0,88.0,9.78,0.0,0.0,0.0,0,,,9.0,17.8,17.8,13.3,,77,,SpanBr00
399,Deuce Vaughn,DAL,RB,23,7,0,0.0,0.0,0.0,0.0,0.0,17.0,70.0,4.12,0.0,5.0,3.0,18.0,6.0,0.0,0.0,0.0,0,,,9.0,11.8,11.8,10.3,,106,,VaugDe00
400,Raheem Blackshear,CAR,RB,25,16,1,0.0,0.0,0.0,0.0,0.0,15.0,80.0,5.33,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0,,,8.0,8.0,8.0,8.0,,108,,BlacRa00
401,Chris Conley,SFO,WR,32,15,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.0,6.0,76.0,12.67,0.0,0.0,0.0,0,,,8.0,13.6,13.6,10.6,,161,,ConlCh00
402,Devin Duvernay,JAX,WR,27,13,1,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.75,0.0,16.0,11.0,79.0,7.18,0.0,1.0,0.0,0,,,8.0,19.2,19.2,13.7,,156,,DuveDe00
403,Ryan Flournoy,DAL,WR,25,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,14.0,10.0,102.0,10.2,0.0,1.0,1.0,0,,,8.0,18.2,22.2,13.2,,157,,FlouRy00
404,Xavier Gipson,NYJ,WR,23,17,0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,10.0,6.0,39.0,6.5,1.0,4.0,1.0,1,,,8.0,14.4,15.4,11.4,,154,,GipsXa00
405,Zay Jones,ARI,WR,29,11,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,11.0,8.0,84.0,10.5,0.0,0.0,0.0,0,,,8.0,16.4,16.4,12.4,,155,,JoneZa00
406,Jalen Reagor,LAC,WR,25,8,2,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,-1.0,0.0,12.0,7.0,100.0,14.29,0.0,1.0,1.0,0,,,8.0,14.7,18.7,11.2,,160,,ReagJa00
407,Skylar Thompson,MIA,QB,27,3,1,21.0,33.0,187.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0,,,8.0,7.9,7.9,7.9,,62,,ThomSk00
408,Devontez Walker,BAL,WR,23,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,1.0,21.0,21.0,1.0,0.0,0.0,1,,,8.0,9.1,9.1,8.6,,158,,WalkDe01
409,Kristian Wilkerson,LVR,WR,27,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,2.0,18.0,9.0,1.0,0.0,0.0,1,,,8.0,9.8,9.8,8.8,,159,,WilkKr00
410,Jeff Wilson,MIA,RB,29,9,0,0.0,0.0,0.0,0.0,0.0,16.0,57.0,3.56,0.0,3.0,3.0,19.0,6.33,0.0,0.0,0.0,0,,,8.0,10.6,10.6,9.1,,109,,WilsJe01
411,Jacob Cowing,SFO,WR,23,15,0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,0.0,6.0,4.0,80.0,20.0,0.0,2.0,1.0,0,,,7.0,10.7,11.7,8.7,,165,,CowiJa00
412,River Cracraft,MIA,WR,30,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.0,7.0,66.0,9.43,0.0,0.0,0.0,0,,,7.0,13.6,13.6,10.1,,166,,CracRi00
413,Clyde Edwards-Helaire,NOR,RB,25,2,0,0.0,0.0,0.0,0.0,0.0,13.0,46.0,3.54,0.0,5.0,3.0,24.0,8.0,0.0,0.0,0.0,0,,,7.0,10.0,10.0,8.5,,111,,EdwaCl00
414,Luke Farrell,JAX,TE,27,17,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,17.0,12.0,67.0,5.58,0.0,0.0,0.0,0,,,7.0,18.7,18.7,12.7,,80,,FarrLu00
415,Eric Gray,NYG,RB,25,17,0,0.0,0.0,0.0,0.0,0.0,14.0,31.0,2.21,0.0,11.0,10.0,82.0,8.2,0.0,3.0,2.0,0,,,7.0,17.3,19.3,12.3,,110,,GrayEr01
416,Hayden Hurst,LAC,TE,31,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,13.0,8.0,73.0,9.13,0.0,0.0,0.0,0,,,7.0,15.3,15.3,11.3,,79,,HursHa00
417,E.J. Jenkins,PHI,TE,26,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,7.0,7.0,1.0,0.0,0.0,1,,,7.0,7.7,7.7,7.2,,81,,JenkEJ00
418,Scott Miller,PIT,WR,27,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.0,5.0,69.0,13.8,0.0,0.0,0.0,0,,,7.0,11.9,11.9,9.4,,163,,MillSc01
419,Brandon Powell,MIN,WR,29,17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,7.0,71.0,10.14,0.0,1.0,0.0,0,,,7.0,14.1,14.1,10.6,,162,,PoweBr00
420,Ben Skowronek,PIT,WR,27,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,5.0,69.0,13.8,0.0,0.0,0.0,0,,,7.0,11.9,11.9,9.4,,164,,SkowBe00
421,Michael Woods II,CLE,WR,24,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,17.0,7.0,65.0,9.29,0.0,0.0,0.0,0,,,7.0,13.5,13.5,10.0,,167,,WoodMi00
422,Bailey Zappe,CLE,QB,25,1,1,16.0,31.0,170.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,,,7.0,7.0,9.0,9.0,,63,,ZappBa00
423,Brandon Allen,SFO,QB,32,3,1,17.0,30.0,199.0,1.0,2.0,3.0,4.0,1.33,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,0,,,6.0,6.4,9.4,8.4,,64,,AlleBr00
424,Tyler Badie,DEN,RB,24,3,0,0.0,0.0,0.0,0.0,0.0,11.0,86.0,7.82,0.0,3.0,3.0,-2.0,-0.67,0.0,1.0,1.0,0,,,6.0,9.4,10.4,7.9,,112,,BadiTy00
425,John Bates,WAS,TE,27,17,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,13.0,8.0,84.0,10.5,0.0,1.0,1.0,0,,,6.0,14.4,15.4,10.4,,82,,BateJo00
426,Odell Beckham Jr.,MIA,WR,32,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,18.0,9.0,55.0,6.11,0.0,0.0,0.0,0,,,6.0,14.5,14.5,10.0,,171,,BeckOd00
427,Jalin Hyatt,NYG,WR,23,16,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,19.0,8.0,62.0,7.75,0.0,0.0,0.0,0,,,6.0,14.2,14.2,10.2,,168,,HyatJa00
428,Hunter Long,LAR,TE,26,17,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.0,7.0,60.0,8.57,0.0,0.0,0.0,0,,,6.0,13.0,13.0,9.5,,83,,LongHu00
429,Keaton Mitchell,BAL,RB,22,5,0,0.0,0.0,0.0,0.0,0.0,15.0,30.0,2.0,0.0,1.0,1.0,28.0,28.0,0.0,0.0,0.0,0,,,6.0,6.8,6.8,6.3,,114,,MitcKe01
430,Kene Nwangwu,NYJ,RB,26,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1,,,6.0,6.0,6.0,6.0,,113,,NwanKe00
431,Laviska Shenault Jr.,2TM,WR,26,12,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,36.0,7.2,0.0,2.0,2.0,1,,,6.0,10.7,12.7,8.2,,170,,ShenLa00
432,Ihmir Smith-Marsette,NYG,WR,25,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1,,,6.0,6.0,6.0,6.0,,169,,SmitIh00
433,Mike Boone,CAR,RB,29,6,0,0.0,0.0,0.0,0.0,0.0,13.0,51.0,3.92,0.0,3.0,1.0,-2.0,-2.0,0.0,0.0,0.0,0,,,5.0,5.9,5.9,5.4,,116,,BoonMi00
434,Jonathon Brooks,CAR,RB,21,3,1,0.0,0.0,0.0,0.0,0.0,9.0,22.0,2.44,0.0,3.0,3.0,23.0,7.67,0.0,0.0,0.0,0,,,5.0,7.5,7.5,6.0,,117,,BrooJo02
435,Pharaoh Brown,SEA,TE,30,15,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.0,8.0,65.0,8.13,0.0,1.0,1.0,0,,,5.0,12.5,13.5,8.5,,87,,BrowPh01
436,DeAndre Carter,CHI,WR,31,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,14.0,9.0,72.0,8.0,0.0,1.0,1.0,0,,,5.0,14.2,15.2,9.7,,172,,CartDe02
437,Peyton Hendershot,KAN,TE,25,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,5.0,51.0,10.2,0.0,0.0,0.0,0,,,5.0,10.1,10.1,7.6,,85,,HendPe01
438,Charlie Jones,CIN,WR,26,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,5.0,5.0,0.0,2.0,1.0,1,,,5.0,5.5,6.5,5.0,,175,,JoneCh11
439,Luke Musgrave,GNB,TE,24,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,7.0,45.0,6.43,0.0,0.0,0.0,0,,,5.0,11.5,11.5,8.0,,88,,MusgLu00
440,Nikko Remigio,KAN,WR,25,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,2.0,48.0,24.0,0.0,1.0,0.0,0,,,5.0,6.8,6.8,5.8,,173,,RemiNi00
441,Durham Smythe,MIA,TE,29,17,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,17.0,9.0,53.0,5.89,0.0,0.0,0.0,0,,,5.0,14.3,14.3,9.8,,84,,SmytDu00
442,Tyquan Thornton,NWE,WR,24,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,4.0,47.0,11.75,0.0,0.0,0.0,0,,,5.0,8.7,8.7,6.7,,174,,ThorTy00
443,Sione Vaki,DET,RB,23,16,0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,2.33,0.0,3.0,3.0,37.0,12.33,0.0,0.0,0.0,0,,,5.0,8.1,8.1,6.6,,115,,VakiSi00
444,Carson Wentz,KAN,QB,32,3,1,12.0,19.0,118.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,,,5.0,4.7,4.7,4.7,,65,,WentCa00
445,Charlie Woerner,ATL,TE,27,16,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.0,7.0,46.0,6.57,0.0,0.0,0.0,0,,,5.0,11.6,11.6,8.1,,86,,WoerCh00
446,Davis Allen,LAR,TE,23,15,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,13.0,6.0,39.0,6.5,0.0,0.0,0.0,0,,,4.0,9.9,9.9,6.9,,90,,AlleDa02
447,Treylon Burks,TEN,WR,24,5,2,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,8.0,4.0,34.0,8.5,0.0,0.0,0.0,0,,,4.0,7.5,7.5,5.5,,182,,BurkTr00
448,Dan Chisena,CAR,WR,27,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,3.0,37.0,12.33,0.0,0.0,0.0,0,,,4.0,6.7,6.7,5.2,,181,,ChisDa00
449,D'Wayne Eskridge,MIA,WR,27,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,3.0,44.0,14.67,0.0,0.0,0.0,0,,,4.0,7.4,7.4,5.9,,176,,EskrDW00
450,Gerald Everett,CHI,TE,30,17,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,13.0,8.0,36.0,4.5,0.0,0.0,0.0,0,,,4.0,11.6,11.6,7.6,,93,,EverGe00
451,Tucker Fisk,LAC,TE,25,9,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,7.0,39.0,5.57,0.0,0.0,0.0,0,,,4.0,10.9,10.9,7.4,,91,,FiskTu00
452,Tim Jones,JAX,WR,26,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,3.0,41.0,13.67,0.0,0.0,0.0,0,,,4.0,7.1,7.1,5.6,,179,,JoneTi00
453,Jacob Kibodi,CLE,RB,26,1,0,0.0,0.0,0.0,0.0,0.0,5.0,24.0,4.8,0.0,3.0,1.0,15.0,15.0,0.0,0.0,0.0,0,,,4.0,4.9,4.9,4.4,,119,,KiboJa00
454,Terrace Marshall Jr.,LVR,WR,24,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,3.0,41.0,13.67,0.0,0.0,0.0,0,,,4.0,7.1,7.1,5.6,,180,,MarsTe00
455,Tip Reiman,ARI,TE,23,17,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,6.0,37.0,6.17,0.0,0.0,0.0,0,,,4.0,9.7,9.7,6.7,,92,,ReimTi00
456,Ben Sims,GNB,TE,24,17,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,4.0,42.0,10.5,0.0,0.0,0.0,0,,,4.0,8.2,8.2,6.2,,89,,SimsBe00
457,Xavier Smith,LAR,WR,27,15,0,0.0,0.0,0.0,0.0,0.0,4.0,36.0,9.0,0.0,2.0,2.0,6.0,3.0,0.0,0.0,0.0,0,,,4.0,6.2,6.2,5.2,,178,,SmitXa00
458,J.J. Taylor,HOU,RB,26,5,0,0.0,0.0,0.0,0.0,0.0,10.0,44.0,4.4,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0,,,4.0,6.4,6.4,5.4,,118,,TaylJJ01
459,Cody White,SEA,WR,26,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,2.0,44.0,22.0,0.0,0.0,0.0,0,,,4.0,6.4,6.4,5.4,,177,,WhitCo05
460,Rasheen Ali,BAL,RB,23,6,0,0.0,0.0,0.0,0.0,0.0,10.0,31.0,3.1,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0,,,3.0,3.1,3.1,3.1,,124,,AlixRa00
461,Alex Bachman,LVR,WR,28,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,3.0,31.0,10.33,0.0,0.0,0.0,0,,,3.0,6.1,6.1,4.6,,184,,BachAl00
462,David Bell,CLE,WR,24,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,3.0,27.0,9.0,0.0,0.0,0.0,0,,,3.0,5.7,5.7,4.2,,186,,BellDa02
